Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs17849502-<b>T</b>,4 x 10-15,,NR,1.36,'-,[1.16-1.59],"NCF2, SMG7",Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,1:183563445
rs744600-<b>?</b>,7 x 10-11,,NR,1.1363636,'-,[1.09-1.18],NAB1,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,2:190700031
rs13389408-<b>C</b>,3 x 10-17,,NR,1.27,'-,[1.20-1.34],STAT4,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,2:191068557
rs10174238-<b>?</b>,3 x 10-42,,NR,1.369863,'-,[1.25-1.49],STAT4,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,2:191108308
rs35677470-<b>A</b>,5 x 10-9,,NR,1.22,'-,[1.14-1.30],DNASE1L3,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,3:58197909
rs112846137-<b>T</b>,1 x 10-8,,NR,1.27,'-,[1.17-1.37],"ARL14, RPL6P8",Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,3:160595133
rs2431098-<b>G</b>,5 x 10-12,,NR,1.12,'-,[1.05-1.20],MIR3142HG,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,5:160460329
rs802791-<b>?</b>,4 x 10-12,,NR,1.1494253,'-,[1.09-1.2],ATG5,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,6:106121395
rs58721818-<b>T</b>,5 x 10-23,,NR,1.64,'-,[1.46-1.84],"TNFAIP3, LINC02528",Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,6:137922602
rs193107685-<b>C</b>,3 x 10-9,,NR,1.52,'-,[1.27-1.83],"EIF4H, LIMK1",Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,7:74123572
rs10954214-<b>T</b>,7 x 10-17,,NR,1.18,'-,[1.13-1.23],IRF5,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,7:128949579
rs13238352-<b>T</b>,1 x 10-38,,NR,1.44,'-,[1.30-1.60],TNPO3,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),"systemic scleroderma, rheumatoid arthritis, myositis, systemic lupus erythematosus",GCST007278,7:129007888
rs2056626-<b>?</b>,3 x 10-6,(IcSSc),NR,1.23,'-,[1.12-1.33],CD247,Systemic sclerosis,systemic scleroderma,GCST001160,1:167451188
rs3821236-<b>?</b>,9 x 10-8,(IcSSc),NR,1.31,'-,[1.19-1.48],STAT4,Systemic sclerosis,systemic scleroderma,GCST001160,2:191038032
rs10488631-<b>?</b>,2 x 10-10,(IcSSc),NR,1.5,'-,[1.32-1.69],"IRF5, TNPO3",Systemic sclerosis,systemic scleroderma,GCST001160,7:128954129
rs11047102-<b>?</b>,5 x 10-6,(IcSSc),0.1,1.24,'-,[1.13-1.35],SOX5,Systemic sclerosis,systemic scleroderma,GCST001160,12:23793212
rs11642873-<b>?</b>,2 x 10-12,(IcSSc),0.81,1.33,'-,[1.23-1.45],LINC02132,Systemic sclerosis,systemic scleroderma,GCST001160,16:85958099
rs12540874-<b>?</b>,1 x 10-6,(IcSSc),0.4,1.15,'-,[1.09-1.22],GRB10,Systemic sclerosis,systemic scleroderma,GCST001160,7:50597225
rs3129763-<b>?</b>,1 x 10-11,(ATA positive),0.25,1.65,'-,[1.42-1.91],"HLA-DQA1, HLA-DRB1",Systemic sclerosis,systemic scleroderma,GCST001156,6:32623148
rs10488631-<b>?</b>,8 x 10-7,(ATA positive),NR,1.63,'-,[1.34-1.98],"IRF5, TNPO3",Systemic sclerosis,systemic scleroderma,GCST001156,7:128954129
rs9296015-<b>?</b>,1 x 10-8,(ATA positive),0.81,1.85,'-,[1.49-2.27],"NOTCH4, TSBP1-AS1",Systemic sclerosis,systemic scleroderma,GCST001156,6:32251212
rs3129882-<b>?</b>,2 x 10-27,(ATA positive),0.44,2.17,'-,[1.88-2.50],HLA-DRA,Systemic sclerosis,systemic scleroderma,GCST001156,6:32441753
rs11047102-<b>?</b>,1 x 10-7,(ACA positive),0.1,1.36,'-,[1.21-1.52],SOX5,Systemic sclerosis,systemic scleroderma,GCST001156,12:23793212
rs443198-<b>?</b>,9 x 10-21,(ACA positive),0.63,1.82,'-,[1.59-2.04],NOTCH4,Systemic sclerosis,systemic scleroderma,GCST001156,6:32222629
rs9275390-<b>?</b>,3 x 10-54,(ACA positive),0.25,2.38,'-,[2.13-2.67],"MTCO3P1, HLA-DQB1",Systemic sclerosis,systemic scleroderma,GCST001156,6:32701379
rs11171747-<b>?</b>,6 x 10-8,(dcSSc),0.39,1.23,'-,[1.14-1.33],"ESYT1, ZC3H10",Systemic sclerosis,systemic scleroderma,GCST001156,12:56124624
rs10488631-<b>?</b>,1 x 10-9,(dcSSc),NR,1.61,'-,[1.38-1.88],"IRF5, TNPO3",Systemic sclerosis,systemic scleroderma,GCST001156,7:128954129
rs10488631-<b>?</b>,2 x 10-7,(ACA positive),NR,1.52,'-,[1.30-1.79],"IRF5, TNPO3",Systemic sclerosis,systemic scleroderma,GCST001156,7:128954129
rs9275390-<b>?</b>,1 x 10-7,(ATA positive),0.75,1.61,'-,[1.35-1.92],"MTCO3P1, HLA-DQB1",Systemic sclerosis,systemic scleroderma,GCST001156,6:32701379
rs987870-<b>?</b>,2 x 10-20,(ATA positive),0.15,2.09,'-,[1.78-2.45],HLA-DPA1,Systemic sclerosis,systemic scleroderma,GCST001156,6:33075103
rs2275247-<b>?</b>,1 x 10-10,(lcSSc),'-,1.51,'-,[NR],KIAA0319L,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,1:35442850
rs10498070-<b>?</b>,2 x 10-7,(lcSSc),'-,1.16,'-,[NR],"LINC01803, LINC02832",Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,2:219833404
rs2176082-<b>?</b>,5 x 10-11,(ACA),'-,1.21,'-,[NR],PXK,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,3:58345459
rs3827644-<b>?</b>,5 x 10-7,,'-,1.15,'-,[NR],ATG5,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,6:106237320
rs1635852-<b>?</b>,2 x 10-8,,'-,1.14,'-,[NR],JAZF1,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,7:28149792
rs1133906-<b>?</b>,2 x 10-7,(lcSSc),'-,1.21,'-,[NR],SAMD9L,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,7:93135669
rs1355223-<b>?</b>,4 x 10-6,(lcSSc),'-,1.12,'-,[NR],EHF,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,11:34742932
rs704840-<b>?</b>,4 x 10-7,,NR,1.182,'-,[NR],TNFSF4,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,1:173257056
rs16860537-<b>?</b>,5 x 10-6,(ACA),NR,1.496,'-,[NR],LAMC2,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,1:183211125
rs7601754-<b>?</b>,3 x 10-11,,NR,1.32,'-,[NR],STAT4,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,2:191075725
rs960709-<b>?</b>,2 x 10-8,,NR,1.212,'-,[NR],TNIP1,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,5:151081488
rs1535001-<b>?</b>,3 x 10-7,,NR,1.184,'-,[NR],ANKS1A,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,6:34959503
rs10499197-<b>?</b>,2 x 10-9,,NR,1.638,'-,[NR],"WAKMAR2, LINC02539",Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,6:137811379
rs13239597-<b>?</b>,1 x 10-29,,NR,1.664,'-,[NR],TPI1P2,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,7:129055929
rs2736340-<b>?</b>,1 x 10-8,,NR,1.217,'-,[NR],"BLK, FAM167A",Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,8:11486464
rs2396545-<b>?</b>,8 x 10-6,(ACA),NR,1.19,'-,[NR],PHRF1,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,11:601785
rs7172677-<b>?</b>,3 x 10-8,,NR,1.207,'-,[NR],"Metazoa_SRP, RPL36AP45",Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,15:75132252
rs11860650-<b>?</b>,1 x 10-10,,NR,1.319,'-,[NR],ITGAM,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,16:31315385
rs12711490-<b>?</b>,3 x 10-10,,NR,1.28,'-,[NR],LINC02132,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,16:85939422
rs9303277-<b>?</b>,7 x 10-6,(ACA),NR,1.191,'-,[NR],IKZF3,Systemic lupus erythematosus and Systemic sclerosis,"systemic scleroderma, systemic lupus erythematosus",GCST002069,17:39820216
rs10488631-<b>C</b>,2 x 10-13,,NR,1.5,'-,[1.35-1.67],"IRF5, TNPO3",Systemic sclerosis,systemic scleroderma,GCST000650,7:128954129
rs6457617-<b>?</b>,4 x 10-17,,0.53,1.37,'-,[1.28-1.47],"HLA-DQB1, MTCO3P1",Systemic sclerosis,systemic scleroderma,GCST000650,6:32696074
rs3821236-<b>A</b>,3 x 10-9,,0.2,1.3,'-,[1.19-1.41],STAT4,Systemic sclerosis,systemic scleroderma,GCST000650,2:191038032
rs2056626-<b>?</b>,3 x 10-9,,0.59,1.16,'-,[1.11-1.23],CD247,Systemic sclerosis,systemic scleroderma,GCST000650,1:167451188
rs380286-<b>A</b>,4 x 10-16,,0.5831,1.2987013,'-,[1.22-1.38],CLPTM1L,Lung cancer in never smokers,"smoking status measurement, lung carcinoma",GCST008376,5:1320132
rs4488809-<b>?</b>,9 x 10-7,,NR,1.2195122,'-,NR,TP63,Lung cancer in never smokers,"smoking status measurement, lung carcinoma",GCST008376,3:189638472
rs10849605-<b>?</b>,6 x 10-7,,0.51,1.08,'-,[1.04-1.11],RAD52,Lung cancer,lung carcinoma,GCST001638,12:955272
rs8034191-<b>C</b>,5 x 10-20,,0.34,1.3,'-,[1.23-1.37],'-,Lung cancer,lung carcinoma,GCST000170,Mapping not available
rs402710-<b>C</b>,4 x 10-6,,NR,1.18,'-,[1.12-1.24],CLPTM1L,Lung cancer,lung carcinoma,GCST000256,5:1320607
rs1051730-<b>A</b>,1 x 10-15,,NR,1.35,'-,[1.25-1.45],'-,Lung cancer,lung carcinoma,GCST000256,Mapping not available
rs35535570-<b>A</b>,3 x 10-7,,0.065139767,1.2211821,'-,[1.131188032-1.318335848],MIGA1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,1:77794071
rs12369136-<b>G</b>,3 x 10-6,,0.039989151,1.2264934,'-,[1.125512775-1.336533821],PDE3A,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,12:20423940
rs79421398-<b>C</b>,3 x 10-7,,0.049231633,1.233339,'-,[1.138544749-1.336025559],CABLES1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,18:23161171
rs7705526-<b>A</b>,4 x 10-35,,0.342168639,1.2488487,'-,[1.20564202-1.293603768],TERT,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,5:1285859
rs75420629-<b>C</b>,3 x 10-6,,0.032732199,1.252284,'-,[1.139214867-1.376575508],CNTLN,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,9:17348210
rs55781567-<b>G</b>,3 x 10-48,,0.358612089,1.2763544,'-,[1.235221079-1.318857475],CHRNA5,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:78565644
rs75108857-<b>A</b>,6 x 10-6,,0.019808378,1.3359972,'-,[1.178752674-1.514218162],'-,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,9:81087769
rs151124926-<b>T</b>,3 x 10-6,,0.02070034,1.4010489,'-,[1.217470928-1.612307914],LINC01812,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:67740157
rs75227923-<b>A</b>,4 x 10-6,,0.011075546,1.4561167,'-,[1.241032447-1.708477209],LINC02789,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,1:199247989
rs35772018-<b>C</b>,8 x 10-8,,0.017398699,1.4609038,'-,[1.272305966-1.677458102],DCTN4,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,5:150730677
rs185866804-<b>A</b>,6 x 10-6,,0.011101164,1.486243,'-,[1.251461915-1.765070394],'-,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,4:179623246
rs190996050-<b>C</b>,1 x 10-7,,0.016581211,1.5653622,'-,[1.327700541-1.84556605],"NKD2, SLC12A7",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,5:1048492
rs79294676-<b>A</b>,4 x 10-7,,0.011853736,1.6454077,'-,[1.357166959-1.994866039],"LINC01828, LINC01829",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:67277529
rs114928225-<b>A</b>,7 x 10-7,,0.010373336,1.6501971,'-,[1.353581526-2.011811428],LINC01956,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:118692164
rs116350534-<b>T</b>,6 x 10-6,,0.985372271,1.4517832,'-,[1.24-1.71],TFPI,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:187479035
rs115882368-<b>T</b>,2 x 10-6,,0.980789294,1.3762412,'-,[1.21-1.57],"CDCA7, RPS2P18",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:173345499
rs147560684-<b>G</b>,3 x 10-6,,0.93914972,1.245668,'-,[1.14-1.37],"PNPT1P2, RN7SKP277",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,7:121779076
rs59396197-<b>G</b>,3 x 10-7,,0.959069538,1.2400912,'-,[1.14-1.35],"MRPS18BP2, RPL9P13",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:139675756
rs118022189-<b>G</b>,4 x 10-6,,0.919459301,1.1760969,'-,[1.1-1.26],"CCDC85C, HHIPL1",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,14:99619716
rs77468143-<b>T</b>,2 x 10-16,,0.747375077,1.1677256,'-,[1.13-1.21],"SECISBP2L, COPS2",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:49084427
rs7169304-<b>G</b>,3 x 10-12,,0.72238002,1.1346389,'-,[1.1-1.18],GALK2,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:49186829
rs11632038-<b>A</b>,5 x 10-10,,0.794887001,1.1334025,'-,[1.09-1.18],GALK2,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:49314101
rs10434093-<b>G</b>,3 x 10-6,,0.885137369,1.1294919,'-,[1.07-1.19],'-,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,4:75240065
rs17400427-<b>T</b>,6 x 10-10,,0.743916677,1.1236535,'-,[1.08-1.17],"FGF7, FAM227B",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:49448874
rs78442819-<b>G</b>,6 x 10-7,,0.807203427,1.1216913,'-,[1.07-1.17],TEKT5,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,16:10647125
rs56113850-<b>C</b>,9 x 10-10,,0.555412482,1.121034,'-,[1.08-1.16],CYP2A6,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,19:40847202
rs13080835-<b>G</b>,7 x 10-12,,0.506638548,1.1171037,'-,[1.08-1.15],TP63,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,3:189639410
rs7182948-<b>G</b>,2 x 10-9,,0.707325112,1.1155612,'-,[1.08-1.16],FAM227B,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:49549483
rs28408315-<b>G</b>,3 x 10-9,,0.722689505,1.1153598,'-,[1.08-1.16],MORF4L1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:78892838
rs9668978-<b>T</b>,6 x 10-7,,0.288943856,1.0957873,'-,[1.057066927-1.135925946],RASSF3,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,12:64519457
rs1512829-<b>G</b>,2 x 10-6,,0.238357781,1.0958536,'-,[1.055577724-1.137666226],SBF2,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,11:9929710
rs10091877-<b>T</b>,6 x 10-6,,0.200336414,1.1013283,'-,[1.056271959-1.148306496],"RNU6-842P, TRMT9B",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,8:13034877
rs1056562-<b>T</b>,3 x 10-10,,0.47309905,1.107537,'-,[1.072961595-1.143226538],MPZL2,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,11:118254910
rs1039766-<b>T</b>,3 x 10-6,,0.15385084,1.1111958,'-,[1.063401586-1.161138089],"ACTR2, SPRED2",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:65293011
rs7941595-<b>A</b>,9 x 10-6,,0.204962943,1.1133189,'-,[1.061679588-1.167469854],PGR-AS1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,11:101284141
rs12514642-<b>C</b>,6 x 10-6,,0.169418679,1.1133295,'-,[1.062922485-1.166127143],LPCAT1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,5:1482752
rs2403597-<b>G</b>,3 x 10-6,,0.140710077,1.1187984,'-,[1.067267022-1.172817764],"MICAL2, PARVA",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,11:12366378
rs4236709-<b>G</b>,1 x 10-10,,0.217800395,1.1323667,'-,[1.090261405-1.176098008],NRG1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,8:32552592
rs8108034-<b>G</b>,4 x 10-6,,0.098770912,1.1390146,'-,[1.078067821-1.203406926],"LRFN1, GMFG",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,19:39323213
rs17391694-<b>T</b>,4 x 10-7,,0.118152408,1.145024,'-,[1.086703288-1.206474625],"GIPC2, RNFT1P2",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,1:78157942
rs2004038-<b>A</b>,4 x 10-15,,0.418657783,1.1474226,'-,[1.108727515-1.187467979],ADAMTS7,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:78779064
rs55864010-<b>A</b>,2 x 10-6,,0.093972213,1.1529757,'-,[1.086679004-1.223317068],"LINC02831, ETAA1",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:67474157
rs11591710-<b>C</b>,6 x 10-11,,0.136758676,1.1624825,'-,[1.111169372-1.216165284],"SLK, STN1",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,10:103927874
rs2006209-<b>T</b>,3 x 10-7,,0.090275641,1.1630918,'-,[1.097720361-1.232356121],"CEACAMP3, CEACAM21",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,19:41589873
rs34517439-<b>A</b>,4 x 10-8,,0.104561684,1.1652228,'-,[1.103352102-1.2305629],"DNAJB4, GIPC2",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,1:77984833
rs885518-<b>G</b>,1 x 10-9,,0.101094603,1.1671287,'-,[1.110679289-1.226447176],MTAP,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,9:21830158
rs62560775-<b>G</b>,2 x 10-9,,0.106543936,1.1804289,'-,[1.117964329-1.246383605],CDKN2B-AS1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,9:22052069
rs71658797-<b>A</b>,3 x 10-10,,0.102617403,1.1845306,'-,[1.123671054-1.248686293],AK5,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,1:77501822
rs11639372-<b>T</b>,6 x 10-26,,0.403532831,1.1883514,'-,[1.150784342-1.227144715],CHRNB4,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:78674313
rs72728744-<b>T</b>,3 x 10-6,,0.049520896,1.1889769,'-,[1.105240549-1.279057458],CCDC26,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,8:128953347
rs71641308-<b>T</b>,2 x 10-6,,0.066601393,1.1908046,'-,[1.108233166-1.279528116],ZZZ3,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,1:77621033
rs28516445-<b>A</b>,9 x 10-9,,0.735246537,1.1145091,'-,[1.07-1.16],DTWD1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:49667937
rs67824503-<b>T</b>,1 x 10-7,,0.752921326,1.1081239,'-,[1.07-1.15],LINC00824,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,8:128523018
rs639436-<b>G</b>,4 x 10-6,,0.794299021,1.1027007,'-,[1.06-1.15],"SSC5D, SBK2",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,19:55521344
rs11848063-<b>A</b>,3 x 10-6,,0.591682226,1.0807451,'-,[1.05-1.12],MDGA2,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,14:46766242
rs7839435-<b>G</b>,9 x 10-6,,0.834514742,1.100429,'-,[1.05-1.15],"EPHX2, GULOP",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,8:27555436
rs17181550-<b>T</b>,3 x 10-6,,0.573729561,1.0797197,'-,[1.05-1.12],LINC00511,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,17:72303817
rs61900932-<b>C</b>,5 x 10-6,,0.782229075,1.099922,'-,[1.06-1.15],UBE4A,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,11:118391991
rs6897545-<b>G</b>,1 x 10-6,,0.778080348,1.0992558,'-,[1.06-1.14],"MIR4277, SDHAP3",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,5:1619020
rs9387479-<b>T</b>,7 x 10-8,,0.507803726,1.0919205,'-,[1.06-1.13],DCBLD1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,6:117471449
rs681343-<b>T</b>,5 x 10-6,,0.526442405,1.0764673,'-,[1.04-1.11],FUT2,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,19:48703205
rs444210-<b>A</b>,4 x 10-6,,0.457292309,1.0776904,'-,[1.044016827-1.112449998],"MIR3939, RNASET2",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,6:166976754
rs28649851-<b>A</b>,5 x 10-6,,0.712527359,1.0917237,'-,[1.05-1.13],"MYNN, ACTRT3",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,3:169771524
rs10758203-<b>G</b>,9 x 10-7,,0.678494694,1.0911608,'-,[1.05-1.13],"AQP7, AQP3",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,9:33421422
rs2316515-<b>G</b>,1 x 10-7,,0.589206075,1.0899395,'-,[1.06-1.13],IRF4,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,6:410848
rs9960703-<b>T</b>,1 x 10-6,,0.558360307,1.089008,'-,[1.05-1.13],RAB31,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,18:9780849
rs10807026-<b>C</b>,3 x 10-6,,0.720791754,1.0867515,'-,[1.05-1.13],"CD83P1, RNU6-471P",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,6:27587740
rs66500423-<b>C</b>,7 x 10-6,,0.298701274,1.0815878,'-,[1.045124655-1.119323046],NUMBL,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,19:40689265
rs2608029-<b>G</b>,1 x 10-6,,0.350969507,1.0843331,'-,[1.049207162-1.12063491],PVT1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,8:128157880
rs2083389-<b>C</b>,9 x 10-6,,0.252766371,1.0861121,'-,[1.047160026-1.126513142],NCOA1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,2:24744855
rs11855650-<b>T</b>,6 x 10-7,,0.382512812,1.0864811,'-,[1.051754047-1.122354662],"TLE3, RNU6-745P",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,15:70139434
rs2320614-<b>C</b>,2 x 10-7,,0.400167412,1.0883278,'-,[1.053889519-1.123891441],NAF1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,4:163148970
rs10445262-<b>G</b>,5 x 10-6,,0.243685768,1.0889617,'-,[1.049921099-1.129453984],SLC52A1,Lung adenocarcinoma,lung adenocarcinoma,GCST004744,17:5039881
rs34638657-<b>C</b>,6 x 10-6,,0.225187101,1.0949496,'-,[1.052655583-1.138943009],"HSD17B2, MTCYBP28",Lung adenocarcinoma,lung adenocarcinoma,GCST004744,16:82119933
rs7741164-<b>A</b>,1 x 10-12,,0.308,1.18,'-,[1.13-1.24],FOXP4-AS1,Adenocarcinoma,lung adenocarcinoma,GCST003326,6:41525674
rs72658409-<b>?</b>,2 x 10-9,,0.927,1.2987013,'-,[1.19-1.41],CDKN2B-AS1,Adenocarcinoma,lung adenocarcinoma,GCST003326,9:22160088
rs11610143-<b>?</b>,2 x 10-9,,0.685,1.1363636,'-,[1.09-1.19],ACVR1B,Adenocarcinoma,lung adenocarcinoma,GCST003326,12:51955287
rs3794742-<b>?</b>,1 x 10-6,,0.483,1.098901,'-,[1.06-1.15],SYNGR2,Adenocarcinoma,lung adenocarcinoma,GCST003326,17:78169467
rs4921799-<b>?</b>,3 x 10-6,,0.171,1.1235955,'-,'-,MTUS1,Adenocarcinoma,lung adenocarcinoma,GCST003326,8:17650455
rs13314271-<b>T</b>,7 x 10-10,(Adenocarcinoma),0.49,1.13,'-,[1.09-1.18],TP63,Lung cancer,lung adenocarcinoma,GCST002466,3:189639813
rs114633080-<b>?</b>,1 x 10-6,,NR,'-,'-,'-,'-,Response to mepolizumab in severe asthma,"response to mepolizumab, asthma",GCST005115,6:145083119
