ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
1286,IGF2,IGF2,Paternal,rs3842753-<b>T</b>,3 x 10-9,,0.2806,'-,0.0134 unit increase,[0.0091-0.0177],"INS-IGF2, INS",Fasting glucose,glucose measurement,GCST90002232,11:2159830,Diabetes
1294,IGF2,IGF2,Paternal,rs3741208-<b>T</b>,2 x 10-7,,0.38,1.25,'-,[1.15-1.35],"IGF2-AS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST000038,11:2148544,Diabetes
1297,IGF2,IGF2,Paternal,rs11042596-<b>G</b>,2 x 10-8,,0.6649,1.04,'-,[1.03-1.05],"H19, IGF2",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2097630,Diabetes
1302,IGF2,IGF2,Paternal,rs3842770-<b>A</b>,3 x 10-8,(AA),0.23,1.14,'-,[1.09-1.19],INS-IGF2,Type 2 diabetes,type II diabetes mellitus,GCST002560,11:2157440,Diabetes
1303,IGF2,IGF2,Paternal,rs1004446-<b>C</b>,4 x 10-9,,0.65,1.61,'-,[1.37-1.89],INS-IGF2,Type 1 diabetes,type I diabetes mellitus,GCST000054,11:2148913,Diabetes
1304,IGF2,IGF2,Paternal,rs1004446-<b>G</b>,3 x 10-23,,NR,1.4,'-,[NR],INS-IGF2,Type 1 diabetes,type I diabetes mellitus,GCST001191,11:2148913,Diabetes
1311,IGF2,IGF2,Paternal,rs689-<b>?</b>,1 x 10-6,,NR,2.44,'-,[1.69-3.45],"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST008377,11:2160994,Diabetes
1312,IGF2,IGF2,Paternal,rs689-<b>T</b>,1 x 10-160,,0.71,2.21,'-,[2.08-2.34],"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST010681,11:2160994,Diabetes
1314,IGF2,IGF2,Paternal,rs689-<b>?</b>,1 x 10-18,,0.715,1.473,'-,[1.352-1.605],"INS, INS-IGF2",Latent autoimmune diabetes vs. type 2 diabetes,"latent autoimmune diabetes in adults, type II diabetes mellitus",GCST007246,11:2160994,Diabetes
1313,IGF2,IGF2,Paternal,rs689-<b>A</b>,5 x 10-196,,NR,'-,'-,'-,"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST001191,11:2160994,Diabetes
1320,IGF2,IGF2-AS,Paternal,rs4366464-<b>C</b>,1 x 10-9,,'-,'-,0.403326 unit increase,[0.27-0.53],"INS-IGF2, IGF2-AS",Type 1 diabetes,type I diabetes mellitus,GCST90000529,11:2143569,Diabetes
1324,IGF2,IGF2-AS,Paternal,rs4244808-<b>G</b>,4 x 10-27,,0.46,1.28,'-,'-,"INS-IGF2, IGF2-AS",Type 1 diabetes,type II diabetes mellitus,GCST009875,11:2141880,Diabetes
1354,IGF2,INS-IGF2,Paternal,rs689-<b>T</b>,1 x 10-100,,0.7,2.3809524,'-,'-,"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST005536,11:2160994,Diabetes
1356,IGF2,INS-IGF2,Paternal,rs149483638-<b>C</b>,6 x 10-14,,0.86,1.28,'-,[1.20-1.37],"IGF2, INS-IGF2",Type 2 diabetes,type II diabetes mellitus,GCST006145,11:2140300,Diabetes
1364,IGF2,INS-IGF2,Paternal,rs3842753-<b>T</b>,3 x 10-9,,0.2806,'-,0.0134 unit increase,[0.0091-0.0177],"INS-IGF2, INS",Fasting glucose,glucose measurement,GCST90002232,11:2159830,Diabetes
1365,IGF2,INS-IGF2,Paternal,rs4366464-<b>C</b>,1 x 10-9,,'-,'-,0.403326 unit increase,[0.27-0.53],"INS-IGF2, IGF2-AS",Type 1 diabetes,type I diabetes mellitus,GCST90000529,11:2143569,Diabetes
1370,IGF2,INS-IGF2,Paternal,rs4244808-<b>G</b>,4 x 10-27,,0.46,1.28,'-,'-,"INS-IGF2, IGF2-AS",Type 1 diabetes,type II diabetes mellitus,GCST009875,11:2141880,Diabetes
1377,IGF2,INS-IGF2,Paternal,rs3842770-<b>A</b>,3 x 10-8,(AA),0.23,1.14,'-,[1.09-1.19],INS-IGF2,Type 2 diabetes,type II diabetes mellitus,GCST002560,11:2157440,Diabetes
1378,IGF2,INS-IGF2,Paternal,rs1004446-<b>C</b>,4 x 10-9,,0.65,1.61,'-,[1.37-1.89],INS-IGF2,Type 1 diabetes,type I diabetes mellitus,GCST000054,11:2148913,Diabetes
1379,IGF2,INS-IGF2,Paternal,rs1004446-<b>G</b>,3 x 10-23,,NR,1.4,'-,[NR],INS-IGF2,Type 1 diabetes,type I diabetes mellitus,GCST001191,11:2148913,Diabetes
1382,IGF2,INS-IGF2,Paternal,rs689-<b>?</b>,1 x 10-6,,NR,2.44,'-,[1.69-3.45],"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST008377,11:2160994,Diabetes
1386,IGF2,INS-IGF2,Paternal,rs689-<b>T</b>,1 x 10-160,,0.71,2.21,'-,[2.08-2.34],"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST010681,11:2160994,Diabetes
1387,IGF2,INS-IGF2,Paternal,rs3741208-<b>T</b>,2 x 10-7,,0.38,1.25,'-,[1.15-1.35],"IGF2-AS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST000038,11:2148544,Diabetes
1388,IGF2,INS-IGF2,Paternal,rs689-<b>A</b>,5 x 10-196,,NR,'-,'-,'-,"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST001191,11:2160994,Diabetes
1389,IGF2,INS-IGF2,Paternal,rs689-<b>?</b>,1 x 10-18,,0.715,1.473,'-,[1.352-1.605],"INS, INS-IGF2",Latent autoimmune diabetes vs. type 2 diabetes,"latent autoimmune diabetes in adults, type II diabetes mellitus",GCST007246,11:2160994,Diabetes
1391,INS,INS,Paternal,rs689-<b>T</b>,1 x 10-100,,0.7,2.3809524,'-,'-,"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST005536,11:2160994,Diabetes
1392,INS,INS,Paternal,rs3842752-<b>A</b>,2 x 10-18,,NR,'-,0.0262 unit increase,[0.02-0.032],"INS-IGF2, INS",Blood glucose levels,glucose measurement,GCST90019508,11:2159843,Diabetes
1397,INS,INS,Paternal,rs3842753-<b>T</b>,3 x 10-9,,0.2806,'-,0.0134 unit increase,[0.0091-0.0177],"INS-IGF2, INS",Fasting glucose,glucose measurement,GCST90002232,11:2159830,Diabetes
1404,INS,INS,Paternal,rs571342427-<b>C</b>,1 x 10-6,,0.0015,1.68,'-,[1.36-2.07],"INS, TH",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2161289,Diabetes
1429,INS,INS,Paternal,rs149483638-<b>C</b>,6 x 10-14,,0.86,1.28,'-,[1.20-1.37],"IGF2, INS-IGF2",Type 2 diabetes,type II diabetes mellitus,GCST006145,11:2140300,Diabetes
1432,INS,INS,Paternal,rs4366464-<b>C</b>,1 x 10-9,,'-,'-,0.403326 unit increase,[0.27-0.53],"INS-IGF2, IGF2-AS",Type 1 diabetes,type I diabetes mellitus,GCST90000529,11:2143569,Diabetes
1436,INS,INS,Paternal,rs4244808-<b>G</b>,4 x 10-27,,0.46,1.28,'-,'-,"INS-IGF2, IGF2-AS",Type 1 diabetes,type II diabetes mellitus,GCST009875,11:2141880,Diabetes
1438,INS,INS,Paternal,rs689-<b>?</b>,1 x 10-6,,NR,2.44,'-,[1.69-3.45],"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST008377,11:2160994,Diabetes
1439,INS,INS,Paternal,rs689-<b>T</b>,1 x 10-160,,0.71,2.21,'-,[2.08-2.34],"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST010681,11:2160994,Diabetes
1440,INS,INS,Paternal,rs689-<b>A</b>,5 x 10-196,,NR,'-,'-,'-,"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST001191,11:2160994,Diabetes
1441,INS,INS,Paternal,rs689-<b>?</b>,1 x 10-18,,0.715,1.473,'-,[1.352-1.605],"INS, INS-IGF2",Latent autoimmune diabetes vs. type 2 diabetes,"latent autoimmune diabetes in adults, type II diabetes mellitus",GCST007246,11:2160994,Diabetes
1443,INS,INS,Paternal,rs3842727-<b>A</b>,3 x 10-7,,0.716,1.9841269,'-,'-,"TH, INS",Type 1 diabetes in high risk HLA genotype individuals (time to event),"disease free survival, type I diabetes mellitus, carrier status",GCST006196,11:2163618,Diabetes
1444,INS,INS,Paternal,rs3842727-<b>A</b>,1 x 10-7,(multiple-IA),0.716,1.6638935,'-,'-,"TH, INS",Type 1 diabetes autoantibodies in high risk HLA genotype individuals (time to event),"event free survival time, type I diabetes mellitus, carrier status, autoantibody measurement",GCST006197,11:2163618,Diabetes
1445,INS,INS,Paternal,rs3842727-<b>A</b>,6 x 10-6,(IAA-first),0.716,1.7513134,'-,'-,"TH, INS",Type 1 diabetes autoantibodies in high risk HLA genotype individuals (time to event),"event free survival time, type I diabetes mellitus, carrier status, autoantibody measurement",GCST006197,11:2163618,Diabetes
1448,INS,INS,Paternal,rs3842770-<b>A</b>,3 x 10-8,(AA),0.23,1.14,'-,[1.09-1.19],INS-IGF2,Type 2 diabetes,type II diabetes mellitus,GCST002560,11:2157440,Diabetes
1449,INS,INS,Paternal,rs1004446-<b>C</b>,4 x 10-9,,0.65,1.61,'-,[1.37-1.89],INS-IGF2,Type 1 diabetes,type I diabetes mellitus,GCST000054,11:2148913,Diabetes
1450,INS,INS,Paternal,rs1004446-<b>G</b>,3 x 10-23,,NR,1.4,'-,[NR],INS-IGF2,Type 1 diabetes,type I diabetes mellitus,GCST001191,11:2148913,Diabetes
1452,INS,INS,Paternal,rs3842727-<b>T</b>,1 x 10-13,,0.26,1.53,'-,[1.37–1.72],"TH, INS",Type 1 diabetes,type I diabetes mellitus,GCST009916,11:2163618,Diabetes
1458,INS,INS,Paternal,rs3741208-<b>T</b>,2 x 10-7,,0.38,1.25,'-,[1.15-1.35],"IGF2-AS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST000038,11:2148544,Diabetes
1485,INS,INS-IGF2,Paternal,rs689-<b>T</b>,1 x 10-100,,0.7,2.3809524,'-,'-,"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST005536,11:2160994,Diabetes
1487,INS,INS-IGF2,Paternal,rs149483638-<b>C</b>,6 x 10-14,,0.86,1.28,'-,[1.20-1.37],"IGF2, INS-IGF2",Type 2 diabetes,type II diabetes mellitus,GCST006145,11:2140300,Diabetes
1489,INS,INS-IGF2,Paternal,rs3842752-<b>A</b>,2 x 10-18,,NR,'-,0.0262 unit increase,[0.02-0.032],"INS-IGF2, INS",Blood glucose levels,glucose measurement,GCST90019508,11:2159843,Diabetes
1495,INS,INS-IGF2,Paternal,rs3842753-<b>T</b>,3 x 10-9,,0.2806,'-,0.0134 unit increase,[0.0091-0.0177],"INS-IGF2, INS",Fasting glucose,glucose measurement,GCST90002232,11:2159830,Diabetes
1496,INS,INS-IGF2,Paternal,rs4366464-<b>C</b>,1 x 10-9,,'-,'-,0.403326 unit increase,[0.27-0.53],"INS-IGF2, IGF2-AS",Type 1 diabetes,type I diabetes mellitus,GCST90000529,11:2143569,Diabetes
1501,INS,INS-IGF2,Paternal,rs4244808-<b>G</b>,4 x 10-27,,0.46,1.28,'-,'-,"INS-IGF2, IGF2-AS",Type 1 diabetes,type II diabetes mellitus,GCST009875,11:2141880,Diabetes
1508,INS,INS-IGF2,Paternal,rs3842770-<b>A</b>,3 x 10-8,(AA),0.23,1.14,'-,[1.09-1.19],INS-IGF2,Type 2 diabetes,type II diabetes mellitus,GCST002560,11:2157440,Diabetes
1509,INS,INS-IGF2,Paternal,rs1004446-<b>C</b>,4 x 10-9,,0.65,1.61,'-,[1.37-1.89],INS-IGF2,Type 1 diabetes,type I diabetes mellitus,GCST000054,11:2148913,Diabetes
1510,INS,INS-IGF2,Paternal,rs1004446-<b>G</b>,3 x 10-23,,NR,1.4,'-,[NR],INS-IGF2,Type 1 diabetes,type I diabetes mellitus,GCST001191,11:2148913,Diabetes
1513,INS,INS-IGF2,Paternal,rs689-<b>?</b>,1 x 10-6,,NR,2.44,'-,[1.69-3.45],"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST008377,11:2160994,Diabetes
1517,INS,INS-IGF2,Paternal,rs689-<b>T</b>,1 x 10-160,,0.71,2.21,'-,[2.08-2.34],"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST010681,11:2160994,Diabetes
1518,INS,INS-IGF2,Paternal,rs3741208-<b>T</b>,2 x 10-7,,0.38,1.25,'-,[1.15-1.35],"IGF2-AS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST000038,11:2148544,Diabetes
1520,INS,INS-IGF2,Paternal,rs689-<b>?</b>,1 x 10-18,,0.715,1.473,'-,[1.352-1.605],"INS, INS-IGF2",Latent autoimmune diabetes vs. type 2 diabetes,"latent autoimmune diabetes in adults, type II diabetes mellitus",GCST007246,11:2160994,Diabetes
1519,INS,INS-IGF2,Paternal,rs689-<b>A</b>,5 x 10-196,,NR,'-,'-,'-,"INS, INS-IGF2",Type 1 diabetes,type I diabetes mellitus,GCST001191,11:2160994,Diabetes
2543,PLAGL1,PLAGL1,Paternal,rs77691416-<b>A</b>,8 x 10-17,,0.91,'-,0.1151 unit increase,'-,PLAGL1,Resistin levels,resistin measurement,GCST90012034,6:144032982,Diabetes
2544,PLAGL1,PLAGL1,Paternal,rs73008259-<b>A</b>,1 x 10-35,,0.053,'-,0.2214 unit increase,'-,"SF3B5, PLAGL1",Resistin levels,resistin measurement,GCST90012034,6:144090201,Diabetes
2591,RASGRF1,RASGRF1,Paternal,rs28582793-<b>A</b>,6 x 10-7,,NR,'-,4.977 z score decrease,NR,RASGRF1,Pancreatic beta-cell glucose sensitivity,diabetes mellitus biomarker,GCST011569,15:78968601,Diabetes
3048,WT1,WT1,Paternal,rs7943101-<b>T</b>,9 x 10-6,,0.1614,1.04,'-,[1.02-1.06],WT1-AS,Type 2 diabetes,type II diabetes mellitus,GCST009379,11:32439327,Diabetes
3071,WT1,WT1-AS,Paternal,rs7943101-<b>T</b>,9 x 10-6,,0.1614,1.04,'-,[1.02-1.06],WT1-AS,Type 2 diabetes,type II diabetes mellitus,GCST009379,11:32439327,Diabetes
3085,WT1-AS,WT1-AS,Paternal,rs7943101-<b>T</b>,9 x 10-6,,0.1614,1.04,'-,[1.02-1.06],WT1-AS,Type 2 diabetes,type II diabetes mellitus,GCST009379,11:32439327,Diabetes
3834,FAM50B,FAM50B,Paternal,rs146807753-<b>?</b>,7 x 10-7,(AA),NR,'-,0.06 unit increase,'-,"TDGF1P4, FAM50B",Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes,"response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,6:3904005,Diabetes
3849,MIR296,MIR296,Paternal,rs911300-<b>G</b>,5 x 10-14,,0.5422,'-,0.0348 unit increase,[0.026-0.044],"PIEZO1P2, MIR296",Type 2 diabetes,type II diabetes mellitus,GCST010555,20:58812207,Diabetes
1919,KCNQ1OT1,KCNQ1OT1,Paternal,rs80102379-<b>G</b>,9 x 10-8,,0.9822,1.15,'-,[1.09-1.21],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2612947,Diabetes
1920,KCNQ1OT1,KCNQ1OT1,Paternal,rs2106463-<b>A</b>,3 x 10-24,,NR,0.8716614,'-,[0.848891758178977-0.895041827744204],"KCNQ1OT1, KCNQ1",Type 2 diabetes,type II diabetes mellitus,GCST90013693,11:2618062,Diabetes
1921,KCNQ1OT1,KCNQ1OT1,Paternal,rs77402029-<b>G</b>,3 x 10-24,,0.9,1.17,'-,1.13-1.20,"KCNQ1OT1, KCNQ1",Type 2 diabetes,type II diabetes mellitus,GCST007847,11:2619190,Diabetes
1922,KCNQ1OT1,KCNQ1OT1,Paternal,rs117601636-<b>A</b>,1 x 10-7,(Japanese),NR,1.15959,'-,[1.09783-1.22483],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST003400,11:2620807,Diabetes
1923,KCNQ1OT1,KCNQ1OT1,Paternal,rs231349-<b>T</b>,2 x 10-11,,0.1024,1.07,'-,[1.05-1.10],"KCNQ1OT1, KCNQ1",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2651591,Diabetes
1924,KCNQ1OT1,KCNQ1OT1,Paternal,rs231362-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST007077,11:2670241,Diabetes
1925,KCNQ1OT1,KCNQ1OT1,Paternal,rs231362-<b>G</b>,3 x 10-13,,'-,1.08,'-,[1.06-1.10],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST000712,11:2670241,Diabetes
1926,KCNQ1OT1,KCNQ1OT1,Paternal,rs231362-<b>G</b>,2 x 10-11,,0.498,'-,0.064 unit increase,[0.044-0.084],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST004894,11:2670241,Diabetes
1927,KCNQ1OT1,KCNQ1OT1,Paternal,rs231362-<b>G</b>,4 x 10-9,(EA),0.498,'-,0.0679 unit increase,[0.045-0.09],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST004894,11:2670241,Diabetes
1928,KCNQ1OT1,KCNQ1OT1,Paternal,rs231361-<b>A</b>,5 x 10-25,,0.2564,1.08,'-,[1.07-1.10],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2670270,Diabetes
1929,KCNQ1OT1,KCNQ1OT1,Paternal,rs231361-<b>A</b>,1 x 10-9,,0.285885252,1.09,'-,[1.06-1.12],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST005047,11:2670270,Diabetes
1930,KCNQ1OT1,KCNQ1OT1,Paternal,rs231361-<b>G</b>,2 x 10-9,,0.656,'-,0.08 unit decrease,[0.055-0.105],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST010556,11:2670270,Diabetes
1931,KCNQ1OT1,KCNQ1OT1,Paternal,rs231356-<b>T</b>,4 x 10-8,,0.27,1.09,'-,[1.06-1.13],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST002560,11:2684113,Diabetes
1932,KCNQ1OT1,KCNQ1OT1,Paternal,rs463924-<b>T</b>,4 x 10-15,,NR,1.0952718,'-,[1.07072996268252-1.12037619350107],"KCNQ1OT1, KCNQ1",Type 2 diabetes,type II diabetes mellitus,GCST90013693,11:2696450,Diabetes
1943,KCNQ1OT1,KCNQ1OT1,Paternal,rs231361-<b>A</b>,4 x 10-8,,0.250479,'-,0.073669426 unit increase,[0.047-0.1],"KCNQ1, KCNQ1OT1",Medication use (drugs used in diabetes),Drugs used in diabetes use measurement,GCST007923,11:2670270,Diabetes
152,DLGAP2,DLGAP2,Paternal,rs28719689-<b>?</b>,4 x 10-6,,NR,1.584,'-,[NR],DLGAP2,Colonoscopy-negative controls vs population controls,colorectal health,GCST005147,8:1322504,Digestive System
326,DSCAM,DSCAM,Paternal,rs2837588-<b>C</b>,7 x 10-6,(female),0.26,'-,1.45 unit increase,[0.82-2.08],DSCAM,Gut microbiota relative abundance (Prevotella),gut microbiome measurement,GCST90006990,21:40376132,Digestive System
360,ERAP2,ERAP2,Paternal,rs2549794-<b>C</b>,1 x 10-10,,0.409,1.05,'-,[1.02-1.09],"ERAP2, AC009126.1",Crohn's disease,Crohn's disease,GCST000879,5:96908845,Digestive System
361,ERAP2,ERAP2,Paternal,rs1363907-<b>A</b>,6 x 10-13,,0.411,1.068,'-,[1.037-1.099],"ERAP2, AC009126.1",Inflammatory bowel disease,inflammatory bowel disease,GCST001725,5:96917099,Digestive System
362,ERAP2,ERAP2,Paternal,rs1363907-<b>A</b>,4 x 10-16,(EA),0.4212,1.10802,'-,[1.08-1.13],"ERAP2, AC009126.1",Crohn's disease,Crohn's disease,GCST003044,5:96917099,Digestive System
363,ERAP2,ERAP2,Paternal,rs1363907-<b>A</b>,5 x 10-15,(EA),0.4212,1.084916,'-,[1.06-1.11],"ERAP2, AC009126.1",Inflammatory bowel disease,inflammatory bowel disease,GCST003043,5:96917099,Digestive System
364,ERAP2,ERAP2,Paternal,rs1363907-<b>?</b>,1 x 10-14,,'-,'-,'-,'-,"ERAP2, AC009126.1",Crohn's disease,Crohn's disease,GCST004132,5:96917099,Digestive System
365,ERAP2,ERAP2,Paternal,rs1363907-<b>?</b>,1 x 10-10,,'-,'-,'-,'-,"ERAP2, AC009126.1",Inflammatory bowel disease,inflammatory bowel disease,GCST004131,5:96917099,Digestive System
366,ERAP2,ERAP2,Paternal,rs1363907-<b>A</b>,4 x 10-6,(EA),0.4212,1.0618593,'-,[1.04-1.09],"ERAP2, AC009126.1",Ulcerative colitis,ulcerative colitis,GCST003045,5:96917099,Digestive System
374,ERAP2,ERAP2,Paternal,rs2910686-<b>?</b>,2 x 10-21,(subset analysis),NR,'-,'-,'-,"AC009126.1, ERAP2","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",GCST005537,5:96916885,Digestive System
492,GLI3,GLI3,Paternal,rs2299148-<b>?</b>,7 x 10-6,(genus_Desulfovibrio),NR,'-,0.5819566 unit decrease,[0.28-0.88],GLI3,Gut microbiome composition (summer),seasonal gut microbiome measurement,GCST003221,7:41983801,Digestive System
493,GLI3,GLI3,Paternal,rs6463094-<b>?</b>,4 x 10-6,(genus_Desulfovibrio),NR,'-,0.4885327 unit decrease,[0.24-0.74],"LINC01448, GLI3",Gut microbiome composition (summer),seasonal gut microbiome measurement,GCST003221,7:42241882,Digestive System
494,GLI3,GLI3,Paternal,rs2108370-<b>?</b>,2 x 10-6,(genus_Anaerotruncus),NR,'-,0.9657791 unit decrease,[0.54-1.39],"GLI3, LINC01448",Gut microbiome composition (summer),seasonal gut microbiome measurement,GCST003221,7:42334803,Digestive System
533,GLIS3,GLIS3,Paternal,rs10814901-<b>?</b>,3 x 10-6,,NR,'-,0.0505 unit decrease,[0.029-0.072],GLIS3,Tonsillectomy,tonsillectomy risk measurement,GCST005014,9:4257627,Digestive System
622,GLIS3,GLIS3,Paternal,rs954980-<b>?</b>,5 x 10-6,,'-,1.3933399,'-,[NR],"GLIS3, RFX3-AS1",Colorectal cancer,colorectal cancer,GCST005152,9:3761909,Digestive System
878,HECW1,HECW1,Paternal,rs17172185-<b>T</b>,5 x 10-6,,0.946,1.4706,'-,[1.25-1.75],"AC004692.2, HECW1",Esophageal adenocarcinoma,esophageal adenocarcinoma,GCST002232,7:43247240,Digestive System
879,HECW1,HECW1,Paternal,rs61756577-<b>C</b>,1 x 10-6,,0.0064,1.74,'-,[1.40-2.18],HECW1,Diverticular disease,diverticular disease,GCST008257,7:43492135,Digestive System
3047,WT1,WT1,Paternal,rs3809060-<b>G</b>,4 x 10-14,,0.63,1.11,'-,[1.08-1.14],WT1-AS,Inguinal hernia,Inguinal hernia,GCST003198,11:32437261,Digestive System
3063,WT1,WT1,Paternal,rs3858461-<b>C</b>,1 x 10-8,,0.448978,'-,0.044241406 unit decrease,[0.029-0.059],"EIF3M, WT1-AS",Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease),Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,GCST007922,11:32473416,Digestive System
3070,WT1,WT1-AS,Paternal,rs3809060-<b>G</b>,4 x 10-14,,0.63,1.11,'-,[1.08-1.14],WT1-AS,Inguinal hernia,Inguinal hernia,GCST003198,11:32437261,Digestive System
3078,WT1,WT1-AS,Paternal,rs3858461-<b>C</b>,1 x 10-8,,0.448978,'-,0.044241406 unit decrease,[0.029-0.059],"EIF3M, WT1-AS",Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease),Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,GCST007922,11:32473416,Digestive System
3084,WT1-AS,WT1-AS,Paternal,rs3809060-<b>G</b>,4 x 10-14,,0.63,1.11,'-,[1.08-1.14],WT1-AS,Inguinal hernia,Inguinal hernia,GCST003198,11:32437261,Digestive System
3092,WT1-AS,WT1-AS,Paternal,rs3858461-<b>C</b>,1 x 10-8,,0.448978,'-,0.044241406 unit decrease,[0.029-0.059],"EIF3M, WT1-AS",Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease),Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,GCST007922,11:32473416,Digestive System
3159,ZFAT,ZFAT,Paternal,rs7463659-<b>?</b>,7 x 10-6,,NR,1.344086,'-,[NR],"AC105180.2, ZFAT",Colonoscopy-negative controls vs population controls,colorectal health,GCST005147,8:134419897,Digestive System
3187,ZFP90,ZFP90,Paternal,rs12149608-<b>?</b>,2 x 10-8,(EA),NR,'-,'-,'-,ZFP90,Ulcerative colitis,ulcerative colitis,GCST003045,16:68552601,Digestive System
3188,ZFP90,ZFP90,Paternal,rs1728785-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,ZFP90,Ulcerative colitis,ulcerative colitis,GCST004133,16:68557327,Digestive System
3189,ZFP90,ZFP90,Paternal,rs1728785-<b>C</b>,4 x 10-8,,0.767,1.075,'-,[1.031-1.121],ZFP90,Ulcerative colitis,ulcerative colitis,GCST001728,16:68557327,Digestive System
3190,ZFP90,ZFP90,Paternal,rs1728785-<b>G</b>,3 x 10-8,,0.76,1.17,'-,[1.07-1.27],ZFP90,Ulcerative colitis,ulcerative colitis,GCST000527,16:68557327,Digestive System
3191,ZFP90,ZFP90,Paternal,rs1728785-<b>C</b>,5 x 10-6,(EA),0.78,1.0728852,'-,'-,ZFP90,Ulcerative colitis,ulcerative colitis,GCST003045,16:68557327,Digestive System
3833,SNORD116,SNORD116,Paternal,rs9548988-<b>T</b>,3 x 10-7,,0.46,1.1,'-,[1.03-1.19],SNORD116,Ulcerative colitis,ulcerative colitis,GCST000527,13:39931373,Digestive System
177,DLGAP2,DLGAP2,Paternal,rs17062789-<b>?</b>,3 x 10-7,(Hispanic),'-,'-,'-,'-,DLGAP2,Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction),"response to tenofovir, HIV infection, creatinine clearance measurement",GCST006069,8:1203198,Drug Response
178,DLGAP2,DLGAP2,Paternal,rs17062791-<b>?</b>,2 x 10-7,(Hispanic),'-,'-,'-,'-,DLGAP2,Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction),"response to tenofovir, HIV infection, creatinine clearance measurement",GCST006069,8:1203431,Drug Response
179,DLGAP2,DLGAP2,Paternal,rs17062791-<b>?</b>,2 x 10-7,(Hispanic),'-,'-,'-,'-,DLGAP2,Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction),"response to tenofovir, HIV infection, creatinine clearance measurement",GCST006069,8:1203431,Drug Response
180,DLGAP2,DLGAP2,Paternal,rs73670671-<b>?</b>,3 x 10-7,(Hispanic),'-,'-,'-,'-,DLGAP2,Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction),"response to tenofovir, HIV infection, creatinine clearance measurement",GCST006069,8:1203645,Drug Response
