ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
2697,SLC22A2*,SLC22A2*,Maternal,rs520829-<b>G</b>,3 x 10-29,,'-,'-,3.58 mg/dL decrease,[3.03-4.13],"SLC22A2, SLC22A3",Lipoprotein (a) levels,lipoprotein A measurement,GCST004398,6:160346873,Cardiovascular
2748,SLC22A3*,SLC22A3*,Maternal,rs539958-<b>T</b>,2 x 10-12,,0.4831,'-,'-,'-,SLC22A3,Body fat percentage and triglycerides (pairwise),"triglyceride measurement, body fat percentage",GCST011342,6:160351810,Cardiovascular
2750,SLC22A3*,SLC22A3*,Maternal,rs539958-<b>T</b>,1 x 10-14,,0.4831,'-,'-,'-,SLC22A3,Body mass index and triglycerides (pairwise),"triglyceride measurement, body mass index",GCST011334,6:160351810,Cardiovascular
2752,SLC22A3*,SLC22A3*,Maternal,rs539958-<b>T</b>,7 x 10-10,,0.4831,'-,'-,'-,SLC22A3,Body mass index and systole blood pressure (pairwise),"systolic blood pressure, body mass index",GCST011331,6:160351810,Cardiovascular
2761,SLC22A3*,SLC22A3*,Maternal,rs3105749-<b>G</b>,4 x 10-8,(EA),0.519,'-,0.023 unit decrease,'-,SLC22A3,Triglycerides,triglyceride measurement,GCST007142,6:160399946,Cardiovascular
2762,SLC22A3*,SLC22A3*,Maternal,rs3105749-<b>G</b>,4 x 10-9,,NR,'-,0.022 unit decrease,'-,SLC22A3,Triglycerides,triglyceride measurement,GCST007142,6:160399946,Cardiovascular
2763,SLC22A3*,SLC22A3*,Maternal,rs376563-<b>T</b>,1 x 10-6,(EA),0.481,'-,0.02 unit decrease,'-,SLC22A3,Triglycerides,triglyceride measurement,GCST007142,6:160430734,Cardiovascular
2765,SLC22A3*,SLC22A3*,Maternal,rs144217738-<b>G</b>,7 x 10-8,,NR,'-,0.34 unit increase,[0.22-0.46],"SLC22A3, SLC22A2",Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention),"lipoprotein A measurement, coronary artery disease",GCST008433,6:160289794,Cardiovascular
2766,SLC22A3*,SLC22A3*,Maternal,rs3120139-<b>A</b>,4 x 10-9,,0.13,'-,0.32 mg/dL increase,[0.22-0.42],"SLC22A3, SLC22A2",Lp (a) levels,apolipoprotein A 1 measurement,GCST001218,6:160320590,Cardiovascular
2767,SLC22A3*,SLC22A3*,Maternal,rs9295128-<b>T</b>,4 x 10-11,,0.01694,'-,11.72 (nmol/min/ml) increase,[8.25-15.19],"SLC22A3, SLC22A2",Lipoprotein phospholipase A2 activity in cardiovascular disease,"lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary artery disease",GCST004963,6:160330499,Cardiovascular
2768,SLC22A3*,SLC22A3*,Maternal,rs520829-<b>G</b>,3 x 10-29,,'-,'-,3.58 mg/dL decrease,[3.03-4.13],"SLC22A2, SLC22A3",Lipoprotein (a) levels,lipoprotein A measurement,GCST004398,6:160346873,Cardiovascular
2769,SLC22A3*,SLC22A3*,Maternal,rs555754-<b>G</b>,1 x 10-11,,0.5252,'-,0.1392 unit increase,[0.099-0.179],SLC22A3,Pulse pressure,pulse pressure measurement,GCST006626,6:160348391,Cardiovascular
2770,SLC22A3*,SLC22A3*,Maternal,rs1018234-<b>T</b>,6 x 10-16,,'-,'-,2.49 mg/dL decrease,[1.76-3.22],"SLC22A3, AL591069.1",Lipoprotein (a) levels,lipoprotein A measurement,GCST004398,6:160375026,Cardiovascular
2771,SLC22A3*,SLC22A3*,Maternal,rs12204009-<b>C</b>,3 x 10-51,,'-,'-,32.86 mg/dL increase,[28.31-37.41],"AL591069.1, SLC22A3",Lipoprotein (a) levels,lipoprotein A measurement,GCST004398,6:160378214,Cardiovascular
2772,SLC22A3*,SLC22A3*,Maternal,rs149302195-<b>T</b>,2 x 10-17,,'-,'-,10.14 unit decrease,[7.57-12.71],"AL591069.1, SLC22A3",Lipoprotein(a) levels adjusted for apolipoprotein(a) isoforms,"lipoprotein A measurement, apolipoprotein A 1 measurement",GCST004399,6:160382662,Cardiovascular
2773,SLC22A3*,SLC22A3*,Maternal,rs78439586-<b>A</b>,3 x 10-29,,'-,'-,5.91 unit decrease,[4.83-6.99],SLC22A3,Lipoprotein(a) levels adjusted for apolipoprotein(a) isoforms,"lipoprotein A measurement, apolipoprotein A 1 measurement",GCST004399,6:160399890,Cardiovascular
2774,SLC22A3*,SLC22A3*,Maternal,rs78439586-<b>A</b>,1 x 10-47,,'-,'-,6.68 mg/dL decrease,[5.38-7.98],SLC22A3,Lipoprotein (a) levels,lipoprotein A measurement,GCST004398,6:160399890,Cardiovascular
2775,SLC22A3*,SLC22A3*,Maternal,rs141463285-<b>A</b>,6 x 10-18,,'-,'-,24.12 mg/dL increase,[18.98-29.26],SLC22A3,Lipoprotein (a) levels,lipoprotein A measurement,GCST004398,6:160417614,Cardiovascular
2776,SLC22A3*,SLC22A3*,Maternal,rs141463285-<b>A</b>,3 x 10-15,,'-,'-,17.96 unit increase,[13.74-22.18],SLC22A3,Lipoprotein(a) levels adjusted for apolipoprotein(a) isoforms,"lipoprotein A measurement, apolipoprotein A 1 measurement",GCST004399,6:160417614,Cardiovascular
2777,SLC22A3*,SLC22A3*,Maternal,rs2048327-<b>C</b>,1 x 10-6,,NR,1.07,'-,[1.05-1.10],SLC22A3,Coronary artery disease,coronary artery disease,GCST002289,6:160442500,Cardiovascular
2778,SLC22A3*,SLC22A3*,Maternal,rs7769879-<b>C</b>,4 x 10-168,,'-,'-,6.74 unit increase,[6.27-7.21],SLC22A3,Lipoprotein(a) levels adjusted for apolipoprotein(a) isoforms,"lipoprotein A measurement, apolipoprotein A 1 measurement",GCST004399,6:160444613,Cardiovascular
2779,SLC22A3*,SLC22A3*,Maternal,rs143665477-<b>C</b>,3 x 10-41,,'-,'-,39.71 mg/dL increase,[34.59-44.83],SLC22A3,Lipoprotein (a) levels,lipoprotein A measurement,GCST004398,6:160446240,Cardiovascular
2780,SLC22A3*,SLC22A3*,Maternal,rs2457574-<b>A</b>,3 x 10-63,,'-,'-,4.75 mg/dL decrease,[4.21-5.29],SLC22A3,Lipoprotein (a) levels,lipoprotein A measurement,GCST004398,6:160447669,Cardiovascular
2781,SLC22A3*,SLC22A3*,Maternal,"rs7767084-<b>T</b>, rs10755578-<b>C</b>, rs3127599-<b>C</b>, rs2048327-<b>C</b>",4 x 10-15,,0.02,1.82,'-,[1.57-2.12],LPA; LPA; LPAL2; SLC22A3,Coronary heart disease,coronary artery disease,GCST000341,6:160541471|6:160548706|6:160486102|6:160442500,Cardiovascular
2782,SLC22A3*,SLC22A3*,Maternal,"rs7767084-<b>T</b>, rs10755578-<b>G</b>, rs3127599-<b>T</b>, rs2048327-<b>C</b>",1 x 10-9,,0.16,1.2,'-,[1.13-1.28],LPA; LPA; LPAL2; SLC22A3,Coronary heart disease,coronary artery disease,GCST000341,6:160541471|6:160548706|6:160486102|6:160442500,Cardiovascular
2753,SLC22A3*,SLC22A3*,Maternal,rs539958-<b>T</b>,3 x 10-10,,0.4831,'-,'-,'-,SLC22A3,Body mass index and coronary artery disease (pairwise),"body mass index, coronary artery disease",GCST011330,6:160351810,Cardiovascular
2835,SMOC1,SMOC1,Maternal,rs227426-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,SMOC1,Systolic blood pressure,systolic blood pressure,GCST007087,14:69989947,Cardiovascular
2836,SMOC1,SMOC1,Maternal,rs55784307-<b>A</b>,3 x 10-8,,0.1817,1.06,'-,[1.04-1.09],"SMOC1, SLC8A3",Peripheral artery disease,peripheral arterial disease,GCST008474,14:70034647,Cardiovascular
2825,SMOC1,SMOC1,Maternal,rs7156508-<b>T</b>,1 x 10-9,,NR,'-,6.079 z-score increase,'-,SMOC1,Triglyceride levels,triglyceride measurement,GCST006436,14:69860617,Cardiovascular
2002,KLF14,KLF14,Maternal,rs12154627-<b>T</b>,3 x 10-24,,0.5636,'-,'-,'-,"KLF14, AC016831.5",HDL cholesterol x physical activity interaction (2df test),"HDL cholesterol change measurement, physical activity",GCST007282,7:130738173,Cholesterol
2003,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,2 x 10-14,,NR,'-,0.008052 unit increase,NR,"AC016831.5, KLF14",HDL cholesterol levels,high density lipoprotein cholesterol measurement,GCST008070,7:130739885,Cholesterol
2004,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,2 x 10-22,(EA),NR,'-,0.011 unit increase,NR,"AC016831.5, KLF14",HDL cholesterol levels in current drinkers,"alcohol drinking, high density lipoprotein cholesterol measurement",GCST008085,7:130739885,Cholesterol
2005,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,7 x 10-13,(EA),NR,'-,0.01134 unit increase,NR,"AC016831.5, KLF14",HDL cholesterol levels,high density lipoprotein cholesterol measurement,GCST008070,7:130739885,Cholesterol
2006,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,2 x 10-22,,NR,'-,0.008 unit increase,NR,"AC016831.5, KLF14",HDL cholesterol levels in current drinkers,"alcohol drinking, high density lipoprotein cholesterol measurement",GCST008085,7:130739885,Cholesterol
2007,KLF14,KLF14,Maternal,rs13234269-<b>?</b>,1 x 10-8,,'-,'-,0.0266 unit decrease,[0.017-0.036],"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST011348,7:130744427,Cholesterol
2008,KLF14,KLF14,Maternal,rs4731701-<b>C</b>,1 x 10-54,,0.506998,'-,0.029758 unit decrease,[0.026-0.034],"AC016831.5, KLF14",HDL cholesterol levels,high density lipoprotein cholesterol measurement,GCST010242,7:130746171,Cholesterol
2009,KLF14,KLF14,Maternal,rs6971365-<b>T</b>,2 x 10-18,,0.7147,'-,0.0262 mg dl-1 increase,[0.02-0.032],"AC016831.5, KLF14",HDL cholesterol,high density lipoprotein cholesterol measurement,GCST006611,7:130747722,Cholesterol
2010,KLF14,KLF14,Maternal,rs13241165-<b>T</b>,8 x 10-10,,0.51,'-,0.037 s.d. increase,[0.025-0.049],"AC016831.5, KLF14",HDL cholesterol,high density lipoprotein cholesterol measurement,GCST002899,7:130747779,Cholesterol
2011,KLF14,KLF14,Maternal,rs13241165-<b>?</b>,6 x 10-9,,NR,'-,0.6779438 unit increase,[0.45-0.91],"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST008035,7:130747779,Cholesterol
2012,KLF14,KLF14,Maternal,rs13241165-<b>A</b>,6 x 10-17,(EA),0.518,'-,0.031 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130747779,Cholesterol
2013,KLF14,KLF14,Maternal,rs13241165-<b>A</b>,2 x 10-6,(Hispanic),0.572,'-,0.059 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130747779,Cholesterol
2014,KLF14,KLF14,Maternal,rs13241165-<b>A</b>,2 x 10-21,,NR,'-,0.033 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130747779,Cholesterol
2015,KLF14,KLF14,Maternal,rs4731702-<b>T</b>,1 x 10-14,,0.4367,'-,0.0085 unit increase,[0.0063-0.0107],"AC016831.5, KLF14",HDL cholesterol levels,high density lipoprotein cholesterol measurement,GCST008685,7:130748625,Cholesterol
2016,KLF14,KLF14,Maternal,rs4731702-<b>T</b>,1 x 10-17,(Trans-ethnic initial),0.46,'-,0.0294 unit increase,[0.023-0.036],"AC016831.5, KLF14",HDL cholesterol levels,high density lipoprotein cholesterol measurement,GCST004232,7:130748625,Cholesterol
2017,KLF14,KLF14,Maternal,rs4731702-<b>?</b>,7 x 10-9,,NR,'-,0.6755981 unit increase,[0.45-0.9],"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST008035,7:130748625,Cholesterol
2018,KLF14,KLF14,Maternal,rs4731702-<b>T</b>,1 x 10-15,,0.48,'-,0.59 mg/dL increase,[0.45-0.73],"AC016831.5, KLF14",HDL cholesterol,high density lipoprotein cholesterol measurement,GCST000755,7:130748625,Cholesterol
2019,KLF14,KLF14,Maternal,rs4731702-<b>T</b>,5 x 10-17,,0.49,'-,0.029 unit increase,[NR],"AC016831.5, KLF14",HDL cholesterol,high density lipoprotein cholesterol measurement,GCST002223,7:130748625,Cholesterol
2020,KLF14,KLF14,Maternal,rs4731702-<b>C</b>,5 x 10-17,(EA),0.518,'-,0.031 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130748625,Cholesterol
2021,KLF14,KLF14,Maternal,rs4731702-<b>C</b>,2 x 10-6,(Hispanic),0.573,'-,0.059 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130748625,Cholesterol
2022,KLF14,KLF14,Maternal,rs4731702-<b>C</b>,2 x 10-21,,NR,'-,0.033 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130748625,Cholesterol
2023,KLF14,KLF14,Maternal,rs13230111-<b>G</b>,4 x 10-8,,0.48,'-,0.67 unit increase,[0.43-0.91],"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST90010361,7:130752365,Cholesterol
2024,KLF14,KLF14,Maternal,rs3996352-<b>A</b>,2 x 10-15,,0.5568,'-,0.0084 unit decrease,[0.0062-0.0106],"AC016831.5, KLF14",HDL cholesterol levels,high density lipoprotein cholesterol measurement,GCST008685,7:130760175,Cholesterol
2025,KLF14,KLF14,Maternal,rs35363532-<b>C</b>,3 x 10-22,,0.508297,'-,0.0186209 unit increase,[0.015-0.022],"KLF14, AC016831.5",Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST90002412,7:130760670,Cholesterol
2026,KLF14,KLF14,Maternal,rs11765979-<b>A</b>,5 x 10-17,(EA),0.52,'-,0.032 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130761118,Cholesterol
2027,KLF14,KLF14,Maternal,rs11765979-<b>A</b>,1 x 10-6,(Hispanic),0.572,'-,0.061 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130761118,Cholesterol
2028,KLF14,KLF14,Maternal,rs11765979-<b>A</b>,1 x 10-21,,NR,'-,0.033 unit decrease,'-,"AC016831.5, KLF14",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130761118,Cholesterol
2029,KLF14,KLF14,Maternal,rs1562398-<b>C</b>,2 x 10-14,(EA),0.568,'-,0.029 unit increase,'-,"KLF14, AC016831.5",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130773172,Cholesterol
2030,KLF14,KLF14,Maternal,rs1562398-<b>C</b>,6 x 10-6,(Hispanic),0.49,'-,0.056 unit increase,'-,"KLF14, AC016831.5",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130773172,Cholesterol
2031,KLF14,KLF14,Maternal,rs1562398-<b>C</b>,4 x 10-20,,NR,'-,0.032 unit increase,'-,"KLF14, AC016831.5",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,7:130773172,Cholesterol
2032,KLF14,KLF14,Maternal,rs11762784-<b>?</b>,1 x 10-16,,NR,'-,0.007549 unit increase,[0.0056-0.0095],"AC016831.5, KLF14",HDL cholesterol levels x long total sleep time interaction (2df test),"sleep duration, high density lipoprotein cholesterol measurement",GCST009368,7:130739885,Cholesterol
2033,KLF14,KLF14,Maternal,rs13234407-<b>?</b>,3 x 10-17,,NR,'-,0.007863 unit increase,[0.006-0.0097],"KLF14, AC016831.5",HDL cholesterol levels x short total sleep time interaction (2df test),"sleep duration, high density lipoprotein cholesterol measurement",GCST009367,7:130753455,Cholesterol
2076,KLF14,KLF14,Maternal,rs972283-<b>A</b>,1 x 10-10,,0.488765,'-,0.03592304 unit decrease,[0.025-0.047],"AC016831.5, KLF14",Medication use (HMG CoA reductase inhibitors),HMG CoA reductase inhibitor use measurement,GCST007931,7:130782095,Cholesterol
2078,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,3 x 10-30,(EA),NR,'-,'-,'-,"AC016831.5, KLF14",HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"alcohol consumption measurement, high density lipoprotein cholesterol measurement",GCST008075,7:130739885,Cholesterol
2079,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,6 x 10-32,,NR,'-,'-,'-,"AC016831.5, KLF14",HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"alcohol consumption measurement, high density lipoprotein cholesterol measurement",GCST008075,7:130739885,Cholesterol
2080,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,6 x 10-37,,NR,'-,'-,'-,"AC016831.5, KLF14",HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"alcohol drinking, high density lipoprotein cholesterol measurement",GCST008084,7:130739885,Cholesterol
2081,KLF14,KLF14,Maternal,rs11762784-<b>A</b>,1 x 10-31,(EA),NR,'-,'-,'-,"AC016831.5, KLF14",HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"alcohol drinking, high density lipoprotein cholesterol measurement",GCST008084,7:130739885,Cholesterol
2288,MAGI2,MAGI2,Maternal,rs6466171-<b>?</b>,3 x 10-11,(EA),NR,'-,0.8267 unit increase,[0.4-1.26],MAGI2,LDL cholesterol levels x short total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009365,7:78364977,Cholesterol
2289,MAGI2,MAGI2,Maternal,rs6466171-<b>?</b>,2 x 10-6,(EA),NR,'-,2.674 unit increase,[1.58-3.77],MAGI2,LDL cholesterol levels x short total sleep time interaction (1df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009359,7:78364977,Cholesterol
2290,MAGI2,MAGI2,Maternal,rs10244093-<b>?</b>,3 x 10-9,,NR,'-,0.6898 unit decrease,[0.32-1.06],MAGI2,LDL cholesterol levels x short total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009365,7:78371701,Cholesterol
2535,PHLDA2,PHLDA2,Maternal,rs7935422-<b>T</b>,2 x 10-8,(EA),0.599,'-,0.022 unit increase,'-,"PHLDA2, NAP1L4",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,11:2937308,Cholesterol
2536,PHLDA2,PHLDA2,Maternal,rs7935422-<b>T</b>,2 x 10-8,,NR,'-,0.02 unit increase,'-,"PHLDA2, NAP1L4",High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST007140,11:2937308,Cholesterol
2677,SLC22A18,SLC22A18,Maternal,rs16928809-<b>A</b>,6 x 10-14,,NR,'-,0.026047025 unit decrease,[0.019-0.033],SLC22A18,High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST009151,11:2915722,Cholesterol
2678,SLC22A18,SLC22A18,Maternal,rs16928809-<b>A</b>,4 x 10-8,,0.09,'-,0.029 unit decrease,'-,SLC22A18,High density lipoprotein cholesterol levels,high density lipoprotein cholesterol measurement,GCST009148,11:2915722,Cholesterol
2679,SLC22A18,SLC22A18,Maternal,rs16928809-<b>G</b>,1 x 10-15,,0.90691,'-,0.0263539 unit increase,[0.02-0.033],SLC22A18,HDL cholesterol levels,high density lipoprotein cholesterol measurement,GCST010242,11:2915722,Cholesterol
2783,SLC22A3*,SLC22A3*,Maternal,rs3105749-<b>G</b>,3 x 10-6,(EA),0.519,'-,0.022 unit decrease,'-,SLC22A3,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,6:160399946,Cholesterol
2784,SLC22A3*,SLC22A3*,Maternal,rs3105749-<b>G</b>,3 x 10-6,(EA),0.519,'-,0.022 unit decrease,'-,SLC22A3,Total cholesterol levels,total cholesterol measurement,GCST007143,6:160399946,Cholesterol
37,ATP10A,ATP10A,Maternal,rs883496-<b>?</b>,6 x 10-9,,0.47,'-,23.44 unit decrease,'-,ATP10A,HOMA-B (corrected for HOMA-IR),HOMA-B,GCST010724,15:25685156,Diabetes
38,ATP10A,ATP10A,Maternal,rs10152552-<b>?</b>,6 x 10-9,,0.47,'-,23.44 unit increase,'-,ATP10A,HOMA-B (corrected for HOMA-IR),HOMA-B,GCST010724,15:25686118,Diabetes
49,ATP5F1EP2,ATP5F1EP2,Maternal,rs4581570-<b>?</b>,9 x 10-10,,NR,'-,0.03311 unit increase,[0.023-0.044],"ATP5F1EP2, PDX1",Blood sugar levels,glucose measurement,GCST006002,13:27936575,Diabetes
862,H19,H19,Maternal,rs11042596-<b>G</b>,2 x 10-8,,0.6649,1.04,'-,[1.03-1.05],"H19, IGF2",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2097630,Diabetes
865,H19,H19,Maternal,rs78896587-<b>T</b>,1 x 10-9,,'-,'-,0.20937194 unit decrease,[0.14-0.28],"H19, IGF2",Type 1 diabetes,type I diabetes mellitus,GCST90000529,11:2055620,Diabetes
1798,KCNQ1,KCNQ1,Maternal,rs2283159-<b>T</b>,1 x 10-11,,NR,0.8314428,'-,[0.788276051248055-0.876973378828353],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST90013693,11:2548673,Diabetes
1799,KCNQ1,KCNQ1,Maternal,rs2283164-<b>A</b>,1 x 10-7,,0.9468,1.08,'-,[1.05-1.12],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2557933,Diabetes
1800,KCNQ1,KCNQ1,Maternal,rs80102379-<b>G</b>,9 x 10-8,,0.9822,1.15,'-,[1.09-1.21],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2612947,Diabetes
1801,KCNQ1,KCNQ1,Maternal,rs2106463-<b>A</b>,3 x 10-24,,NR,0.8716614,'-,[0.848891758178977-0.895041827744204],"KCNQ1OT1, KCNQ1",Type 2 diabetes,type II diabetes mellitus,GCST90013693,11:2618062,Diabetes
1802,KCNQ1,KCNQ1,Maternal,rs77402029-<b>G</b>,3 x 10-24,,0.9,1.17,'-,1.13-1.20,"KCNQ1OT1, KCNQ1",Type 2 diabetes,type II diabetes mellitus,GCST007847,11:2619190,Diabetes
1803,KCNQ1,KCNQ1,Maternal,rs117601636-<b>A</b>,1 x 10-7,(Japanese),NR,1.15959,'-,[1.09783-1.22483],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST003400,11:2620807,Diabetes
1804,KCNQ1,KCNQ1,Maternal,rs231349-<b>T</b>,2 x 10-11,,0.1024,1.07,'-,[1.05-1.10],"KCNQ1OT1, KCNQ1",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2651591,Diabetes
1805,KCNQ1,KCNQ1,Maternal,rs231362-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST007077,11:2670241,Diabetes
1806,KCNQ1,KCNQ1,Maternal,rs231362-<b>G</b>,3 x 10-13,,'-,1.08,'-,[1.06-1.10],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST000712,11:2670241,Diabetes
1807,KCNQ1,KCNQ1,Maternal,rs231362-<b>G</b>,2 x 10-11,,0.498,'-,0.064 unit increase,[0.044-0.084],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST004894,11:2670241,Diabetes
1808,KCNQ1,KCNQ1,Maternal,rs231362-<b>G</b>,4 x 10-9,(EA),0.498,'-,0.0679 unit increase,[0.045-0.09],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST004894,11:2670241,Diabetes
1809,KCNQ1,KCNQ1,Maternal,rs231361-<b>A</b>,1 x 10-9,,0.285885252,1.09,'-,[1.06-1.12],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST005047,11:2670270,Diabetes
1810,KCNQ1,KCNQ1,Maternal,rs231361-<b>G</b>,2 x 10-9,,0.656,'-,0.08 unit decrease,[0.055-0.105],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST010556,11:2670270,Diabetes
1811,KCNQ1,KCNQ1,Maternal,rs231361-<b>A</b>,5 x 10-25,,0.2564,1.08,'-,[1.07-1.10],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2670270,Diabetes
1812,KCNQ1,KCNQ1,Maternal,rs231356-<b>T</b>,4 x 10-8,,0.27,1.09,'-,[1.06-1.13],"KCNQ1, KCNQ1OT1",Type 2 diabetes,type II diabetes mellitus,GCST002560,11:2684113,Diabetes
1813,KCNQ1,KCNQ1,Maternal,rs463924-<b>T</b>,4 x 10-15,,NR,1.0952718,'-,[1.07072996268252-1.12037619350107],"KCNQ1OT1, KCNQ1",Type 2 diabetes,type II diabetes mellitus,GCST90013693,11:2696450,Diabetes
1814,KCNQ1,KCNQ1,Maternal,rs2411884-<b>?</b>,2 x 10-9,,NR,'-,0.03869 unit decrease,[0.026-0.051],KCNQ1,Blood sugar levels,glucose measurement,GCST006002,11:2714304,Diabetes
1815,KCNQ1,KCNQ1,Maternal,rs2283220-<b>A</b>,1 x 10-9,,0.6896,1.05,'-,[1.03-1.06],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST009379,11:2734318,Diabetes
1816,KCNQ1,KCNQ1,Maternal,rs8181588-<b>A</b>,5 x 10-9,,0.48,1.3,'-,[NR],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST002224,11:2810311,Diabetes
1817,KCNQ1,KCNQ1,Maternal,rs163177-<b>C</b>,1 x 10-6,,0.43,1.21,'-,'-,KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST004305,11:2817183,Diabetes
1818,KCNQ1,KCNQ1,Maternal,rs2237892-<b>C</b>,1 x 10-7,,0.657,1.32,'-,[1.19-1.46],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST001666,11:2818521,Diabetes
1819,KCNQ1,KCNQ1,Maternal,rs2237892-<b>T</b>,1 x 10-9,(EA),0.0626,'-,0.1389 unit decrease,[0.094-0.183],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST004894,11:2818521,Diabetes
1820,KCNQ1,KCNQ1,Maternal,rs2237892-<b>T</b>,9 x 10-10,,0.062489595,'-,0.096 unit decrease,[0.065-0.127],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST006867,11:2818521,Diabetes
1821,KCNQ1,KCNQ1,Maternal,rs2237892-<b>C</b>,1 x 10-26,,0.59,1.33,'-,[1.27-1.41],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST000383,11:2818521,Diabetes
1822,KCNQ1,KCNQ1,Maternal,rs2237892-<b>C</b>,2 x 10-42,,0.61,1.45,'-,[1.34-1.47],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST000219,11:2818521,Diabetes
1823,KCNQ1,KCNQ1,Maternal,rs2237892-<b>C</b>,4 x 10-6,,NR,1.2,'-,[1.11-1.29],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST001070,11:2818521,Diabetes
1824,KCNQ1,KCNQ1,Maternal,rs2237892-<b>C</b>,4 x 10-29,,0.61,1.3,'-,[1.24-1.36],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST002128,11:2818521,Diabetes
